,db_count,db_score,im_count,im_score,name,roi,roi_count
2205,16,6.80864915129,16,6.67726258144,Steve Coogan,1.97617484739,16
2206,1,8.38599632432,1,8.23476582282,Hans Weingartner,2.16,1
2207,1,7.17942000073,1,7.52529815415,Nick Krause,4.13124805,1
2208,1,6.6766798659,2,6.50543838044,Matt Ross,0.3316359625,2
2209,4,6.72695387938,4,7.10405172588,S. Epatha Merkerson,11.0071704796,4
2210,1,6.27448775803,1,6.90451394406,John Bailey,0.0263071428571,1
2211,1,5.67119959624,1,6.28372973398,Ron Palillo,6.49068566667,1
2212,15,6.60964784792,15,7.09961755295,Michael Fassbender,0.992630278474,11
2213,11,6.93262029817,11,7.00125953525,Sissy Spacek,3.20424474434,8
2214,1,6.87777591983,1,7.17056431982,Kiran Shah,1.62061025,1
2215,21,6.94480793781,23,7.0548902434,Keanu Reeves,1.64696147209,23
2216,2,6.57613183893,2,6.28372973398,Patrick Bergin,1.47404861111,2
2217,5,6.89788552522,5,7.0464074778,Brian Geraghty,1.32047228286,5
2218,1,6.6766798659,2,6.46109665114,Cinda McCain,1.34792806667,1
2219,1,6.77722789286,1,6.7271470269,Greg Crowe,0.0335583333333,1
2220,2,7.07887197376,2,7.03753913194,Don McKellar,15.1733567289,2
2221,3,5.87229565017,3,5.78119013533,Megalyn Echikunwoke,0.73200426087,1
2222,1,8.78818843219,1,7.61398161274,Denden,0.094596,1
2223,3,7.21293600972,3,6.90451394406,Ron Eldard,0.681291680159,3
2224,1,5.4701035423,1,6.10636281681,JoAnna Garcia Swisher,2.3676594375,1
2225,1,8.58709237825,1,8.14608236424,Eleanor Parker,19.9041812195,1
2226,1,5.1684594614,1,5.5742620653,Margo Harshman,0.7472629375,1
2227,1,7.88325618949,1,7.2592477784,Maile Flanagan,2.18415227778,1
2228,11,7.16113854128,11,7.51723602155,Eddie Marsan,1.24594841366,11
2229,1,7.48106408163,1,6.63846356831,Emma de Caunes,1.3021284,1
2230,13,6.21261204913,13,6.56342371874,Lin Shaye,8.26155315018,12
2231,1,5.67119959624,1,5.39689514814,Miguel A. Núñez Jr.,1.82485930952,1
2232,5,6.21415894185,5,5.69841890732,Tim Meadows,1.00096137441,5
2233,1,4.36407524568,1,4.68742747947,Julianna Guill,0.290046941176,1
2234,1,8.18490027039,1,7.96871544707,Dalia Hernández,1.271497225,1
